class;synergies__001;synergies__002;id;numid
Shaman;1109;2.0;CS2_038;404
Shaman;1171;1.0;CS2_038;404
Shaman;1721;3.3;CS2_038;404
Shaman;440;2.0;CS2_038;404
Shaman;2044;1.0;CS2_038;404
Shaman;2262;2.5;CS2_038;404
Shaman;2065;1.0;CS2_038;404
Neutral;1656;1.0;EX1_057;186
Neutral;2070;1.0;EX1_057;186
Neutral;287;1.0;EX1_057;186
Neutral;1117;2.7;EX1_057;186
Neutral;289;1.0;EX1_057;186
Neutral;670;5.0;EX1_057;186
Neutral;2786;3.0;EX1_057;186
Neutral;443;2.0;EX1_057;186
Neutral;608;1.0;EX1_057;186
Neutral;2641;1.0;EX1_057;186
Neutral;559;2.0;EX1_057;186
Neutral;538;1.0;EX1_057;186
Neutral;1988;1.0;EX1_057;186
Neutral;801;1.5;EX1_057;186
Neutral;866;1.0;EX1_057;186
Neutral;2409;1.0;EX1_057;186
Neutral;2639;2.0;EX1_057;186
Neutral;601;1.0;EX1_057;186
Neutral;2051;1.0;EX1_057;186
Neutral;424;3.0;EX1_057;186
Neutral;201;1.0;EX1_057;186
Neutral;1171;1.0;EX1_057;186
Neutral;2066;3.0;EX1_057;186
Neutral;2261;2.0;EX1_057;186
Neutral;581;1.0;EX1_057;186
Neutral;2076;3.0;EX1_057;186
Neutral;2518;1.0;EX1_057;186
Neutral;1167;3.0;EX1_057;186
Neutral;503;1.0;EX1_057;186
Neutral;1016;2.5;EX1_057;186
Neutral;1140;1.0;EX1_057;186
Neutral;1658;1.7;EX1_057;186
Neutral;739;2.0;EX1_057;186
Neutral;962;1.0;EX1_057;186
Neutral;2042;2.0;EX1_057;186
Neutral;2299;2.0;EX1_057;186
Neutral;734;1.5;EX1_057;186
Neutral;570;2.0;EX1_057;186
Neutral;545;2.5;EX1_057;186
Neutral;2037;3.0;EX1_057;186
Neutral;339;2.0;EX1_057;186
Neutral;348;1.5;EX1_057;186
Neutral;2564;1.0;EX1_057;186
Neutral;272;2.0;EX1_057;186
Neutral;2760;2.0;EX1_057;186
Neutral;1022;2.0;EX1_057;186
Neutral;2083;1.0;EX1_057;186
Neutral;344;1.0;EX1_057;186
Neutral;1790;3.0;EX1_057;186
Neutral;1936;2.0;EX1_057;186
Neutral;643;1.0;EX1_057;186
Neutral;640;1.0;EX1_057;186
Neutral;1370;2.0;EX1_057;186
Neutral;1937;3.0;EX1_057;186
Neutral;2023;1.5;EX1_057;186
Neutral;2087;1.5;EX1_057;186
Neutral;1037;1.0;EX1_057;186
Neutral;1858;1.0;EX1_057;186
Neutral;990;5.0;EX1_057;186
Neutral;2298;1.3;EX1_057;186
Neutral;530;3.0;EX1_057;186
Neutral;2067;2.0;EX1_057;186
Neutral;1064;3.5;EX1_584;915
Neutral;1365;3.0;EX1_584;915
Neutral;2011;1.0;EX1_584;915
Neutral;1927;3.0;EX1_584;915
Neutral;2249;1.0;EX1_584;915
Neutral;2078;1.0;EX1_584;915
Neutral;985;1.0;EX1_584;915
Neutral;1074;1.7;EX1_584;915
Neutral;2018;1.0;EX1_584;915
Neutral;940;5.0;EX1_584;915
Neutral;2013;3.0;EX1_584;915
Neutral;2620;1.0;EX1_584;915
Neutral;2075;1.5;EX1_584;915
Neutral;1073;2.0;EX1_584;915
Neutral;1993;1.0;EX1_584;915
Neutral;971;1.7;EX1_584;915
Neutral;974;1.0;EX1_584;915
Neutral;1142;2.0;EX1_584;915
Neutral;1754;1.0;EX1_584;915
Neutral;2076;3.0;EX1_584;915
Neutral;2518;5.0;EX1_584;915
Neutral;1029;4.0;EX1_584;915
Neutral;1781;1.0;EX1_584;915
Neutral;990;1.0;EX1_584;915
Neutral;2284;1.5;EX1_584;915
Neutral;1791;1.0;EX1_584;915
Neutral;1087;3.0;EX1_584;915
Neutral;1370;1.0;EX1_584;915
Neutral;2296;1.5;EX1_584;915
Neutral;2093;4.0;EX1_584;915
Neutral;2061;1.0;EX1_584;915
Neutral;1158;1.0;EX1_584;915
Neutral;2043;1.0;EX1_584;915
Neutral;2289;2.3;EX1_584;915
Neutral;1022;1.0;EX1_584;915
Neutral;1938;3.0;EX1_584;915
Neutral;1068;1.0;EX1_584;915
Neutral;2304;1.5;EX1_584;915
Neutral;2598;2.0;EX1_584;915
Neutral;976;2.5;EX1_584;915
Neutral;1261;1.0;EX1_584;915
Neutral;2290;1.0;EX1_584;915
Druid;2076;2.0;NEW1_008;920
Druid;2225;1.0;NEW1_008;920
Druid;1037;2.0;NEW1_008;920
Druid;1796;1.0;NEW1_008;920
Druid;1655;1.0;NEW1_008;920
Druid;2262;3.0;NEW1_008;920
Druid;2490;2.5;NEW1_008;920
Druid;993;2.0;NEW1_008;920
Druid;2074;1.0;NEW1_008;920
Druid;1124;3.0;NEW1_008;920
Druid;2280;5.0;NEW1_008;920
Druid;2082;2.0;NEW1_008;920
Druid;2681;4.0;EX1_178;1035
Druid;2001;2.0;EX1_178;1035
Druid;1186;2.0;EX1_178;1035
Druid;2785;2.0;EX1_178;1035
Druid;1794;2.0;EX1_178;1035
Druid;1073;1.0;EX1_178;1035
Druid;1793;2.0;EX1_178;1035
Neutral;1189;5.0;EX1_045;605
Neutral;1074;1.0;EX1_045;605
Neutral;763;5.0;EX1_045;605
Neutral;1221;2.0;EX1_045;605
Neutral;1650;1.0;EX1_045;605
Neutral;608;1.0;EX1_045;605
Neutral;2075;1.2;EX1_045;605
Neutral;754;5.0;EX1_045;605
Neutral;814;1.0;EX1_045;605
Neutral;2076;1.0;EX1_045;605
Neutral;1008;2.5;EX1_045;605
Neutral;2021;2.5;EX1_045;605
Neutral;797;1.0;EX1_045;605
Neutral;2648;3.0;EX1_045;605
Neutral;2027;3.0;EX1_045;605
Neutral;2080;1.0;EX1_045;605
Neutral;1799;4.0;EX1_045;605
Neutral;915;1.0;EX1_045;605
Neutral;1985;2.5;EX1_009;1688
Neutral;2060;5.0;EX1_009;1688
Neutral;1794;1.0;EX1_009;1688
Neutral;2014;2.5;EX1_009;1688
Neutral;2094;1.5;EX1_009;1688
Neutral;2048;3.0;EX1_009;1688
Neutral;1935;4.0;EX1_009;1688
Neutral;1804;3.0;EX1_009;1688
Warrior;858;1.0;EX1_398;538
Warrior;2081;1.0;EX1_398;538
Warrior;785;1.0;EX1_398;538
Warrior;608;1.0;EX1_398;538
Warrior;724;3.0;EX1_398;538
Warrior;878;4.0;EX1_398;538
Warrior;2257;1.0;EX1_398;538
Warrior;2076;3.0;EX1_398;538
Warrior;1007;2.5;EX1_398;538
Warrior;2021;1.0;EX1_398;538
Warrior;1372;2.0;EX1_398;538
Neutral;2027;1.5;EX1_089;466
Neutral;2796;4.0;EX1_089;466
Neutral;2642;1.0;EX1_089;466
Neutral;846;2.0;EX1_089;466
Neutral;1026;1.5;EX1_089;466
Neutral;1007;3.0;EX1_089;466
Neutral;1171;2.0;EX1_089;466
Neutral;811;2.0;EX1_089;466
Neutral;654;2.0;EX1_089;466
Neutral;679;2.0;EX1_089;466
Neutral;2013;1.5;EX1_089;466
Neutral;692;1.0;EX1_089;466
Neutral;1050;1.0;EX1_089;466
Neutral;1809;3.0;EX1_089;466
Neutral;559;1.2;EX1_089;466
Neutral;727;1.0;EX1_089;466
Neutral;2011;5.0;EX1_089;466
Neutral;2234;3.0;EX1_089;466
Neutral;2258;1.0;EX1_089;466
Neutral;710;1.0;EX1_089;466
Neutral;1794;2.5;EX1_089;466
Neutral;1522;4.0;EX1_089;466
Neutral;640;1.0;EX1_089;466
Neutral;1937;1.0;EX1_089;466
Neutral;2067;1.0;EX1_089;466
Neutral;886;1.7;EX1_089;466
Neutral;2298;2.0;EX1_089;466
Neutral;1008;3.6;EX1_089;466
Neutral;1401;1.0;EX1_089;466
Neutral;791;1.0;EX1_089;466
Neutral;1793;1.0;EX1_089;466
Neutral;1084;2.0;EX1_089;466
Neutral;877;2.0;EX1_089;466
Neutral;1658;1.0;EX1_089;466
Neutral;662;2.0;EX1_089;466
Neutral;2015;1.0;EX1_089;466
Neutral;573;1.0;EX1_089;466
Neutral;943;1.5;EX1_089;466
Neutral;715;3.0;EX1_089;466
Neutral;2095;2.0;EX1_089;466
Mage;2085;1.7;EX1_559;1080
Mage;1793;1.5;EX1_559;1080
Mage;2075;1.0;EX1_559;1080
Mage;1754;1.0;EX1_559;1080
Mage;2070;3.0;EX1_559;1080
Mage;1941;3.0;EX1_559;1080
Mage;1658;3.0;EX1_559;1080
Mage;1087;1.5;EX1_559;1080
Mage;1914;1.0;EX1_559;1080
Mage;1927;2.7;EX1_559;1080
Mage;2261;1.0;EX1_559;1080
Mage;2275;3.0;EX1_559;1080
Mage;1801;1.0;EX1_559;1080
Mage;2249;1.0;EX1_559;1080
Mage;2532;2.0;EX1_559;1080
Mage;2497;1.0;EX1_559;1080
Neutral;1141;5.0;EX1_067;281
Neutral;759;1.0;EX1_067;281
Neutral;2234;1.0;EX1_067;281
Neutral;608;1.0;EX1_067;281
Neutral;556;1.0;EX1_067;281
Neutral;1801;1.0;EX1_067;281
Neutral;404;5.0;EX1_067;281
Neutral;1117;3.0;EX1_067;281
Neutral;670;1.0;EX1_067;281
Neutral;365;2.0;EX1_067;281
Neutral;2075;2.0;EX1_067;281
Neutral;2096;1.0;EX1_067;281
Neutral;1108;1.0;EX1_067;281
Neutral;584;1.0;EX1_067;281
Neutral;2497;1.0;EX1_067;281
Neutral;846;2.0;EX1_067;281
Neutral;915;1.0;EX1_067;281
Neutral;2304;2.0;EX1_067;281
Neutral;2084;1.0;EX1_067;281
Neutral;1807;1.5;EX1_067;281
Neutral;2542;1.0;EX1_067;281
Neutral;763;2.0;EX1_067;281
Neutral;943;2.0;EX1_067;281
Neutral;503;1.0;EX1_067;281
Neutral;742;1.0;EX1_067;281
Neutral;791;1.0;EX1_067;281
Neutral;753;1.5;EX1_067;281
Neutral;415;1.0;EX1_067;281
Neutral;1186;1.0;EX1_067;281
Neutral;643;2.5;EX1_067;281
Neutral;1522;1.5;EX1_067;281
Neutral;2298;4.0;EX1_067;281
Neutral;391;1.5;EX1_067;281
Neutral;886;5.0;EX1_067;281
Neutral;1941;1.0;EX1_067;281
Neutral;1794;2.0;EX1_067;281
Neutral;1022;2.5;EX1_067;281
Neutral;2258;1.0;EX1_067;281
Paladin;2281;3.0;EX1_362;1022
Paladin;1653;2.3;EX1_362;1022
Paladin;2283;1.0;EX1_362;1022
Paladin;2083;3.0;EX1_362;1022
Paladin;2042;2.0;EX1_362;1022
Paladin;1940;1.0;EX1_362;1022
Paladin;2080;3.0;EX1_362;1022
Paladin;2031;2.0;EX1_362;1022
Paladin;2046;2.0;EX1_362;1022
Paladin;1784;1.0;EX1_362;1022
Paladin;1910;1.0;EX1_362;1022
Paladin;2038;2.5;EX1_362;1022
Paladin;1790;2.0;EX1_362;1022
Paladin;2655;3.0;EX1_362;1022
Paladin;2073;3.0;EX1_362;1022
Paladin;1794;2.2;EX1_362;1022
Paladin;2033;1.0;EX1_362;1022
Paladin;2050;1.5;EX1_362;1022
Paladin;1913;1.0;EX1_362;1022
Paladin;1068;3.0;EX1_362;1022
Paladin;1182;1.0;EX1_362;1022
Paladin;1789;3.0;EX1_362;1022
Paladin;1073;2.0;EX1_362;1022
Paladin;1693;1.0;EX1_362;1022
Paladin;1522;1.0;EX1_362;1022
Paladin;1858;5.0;EX1_362;1022
Paladin;1147;1.0;EX1_362;1022
Paladin;2081;1.5;EX1_362;1022
Paladin;1651;1.0;EX1_362;1022
Paladin;2077;3.0;EX1_362;1022
Paladin;2059;1.0;EX1_362;1022
Paladin;2049;1.0;EX1_362;1022
Paladin;1098;2.0;EX1_362;1022
Paladin;2308;1.0;EX1_362;1022
Paladin;1122;1.0;EX1_362;1022
Paladin;2036;1.3;EX1_362;1022
Paladin;1721;1.0;EX1_362;1022
Paladin;2517;1.0;EX1_362;1022
Paladin;2063;1.0;EX1_362;1022
Paladin;1109;1.0;EX1_362;1022
Paladin;1369;2.0;EX1_362;1022
Paladin;1686;2.5;EX1_362;1022
Paladin;2071;1.5;EX1_362;1022
Neutral;2095;3.0;EX1_008;757
Neutral;1935;3.0;EX1_008;757
Neutral;1810;1.0;EX1_008;757
Neutral;943;3.0;EX1_008;757
Neutral;1809;1.0;EX1_008;757
Neutral;1634;2.0;EX1_008;757
Neutral;1073;2.0;EX1_008;757
Neutral;766;1.7;EX1_008;757
Neutral;1174;1.0;EX1_008;757
Neutral;2093;1.0;EX1_008;757
Neutral;777;1.0;EX1_008;757
Neutral;846;1.0;EX1_008;757
Neutral;891;1.5;EX1_008;757
Neutral;904;1.0;EX1_008;757
Neutral;847;1.0;EX1_008;757
Neutral;1941;1.0;EX1_008;757
Neutral;2046;1.0;EX1_008;757
Neutral;1364;1.2;EX1_008;757
Neutral;2045;1.5;EX1_008;757
Warrior;2296;2.0;EX1_402;596
Warrior;1401;1.0;EX1_402;596
Warrior;1109;2.0;EX1_402;596
Warrior;926;3.0;EX1_402;596
Warrior;654;2.3;EX1_402;596
Warrior;1108;1.0;EX1_402;596
Warrior;2059;1.0;EX1_402;596
Warrior;2076;1.0;EX1_402;596
Warrior;602;1.0;EX1_402;596
Warrior;1026;1.0;EX1_402;596
Warrior;1858;1.0;EX1_402;596
Warrior;866;2.0;EX1_402;596
Warrior;2053;1.5;EX1_402;596
Warrior;1808;4.0;EX1_402;596
Warrior;608;1.0;EX1_402;596
Warrior;622;2.0;EX1_402;596
Warrior;2279;4.0;EX1_402;596
Warrior;759;1.5;EX1_402;596
Warrior;1805;2.5;EX1_402;596
Warrior;2018;3.5;EX1_402;596
Warrior;1014;1.8;EX1_402;596
Warrior;810;1.0;EX1_402;596
Warrior;1634;1.0;EX1_402;596
Warrior;1140;3.0;EX1_402;596
Warrior;2050;1.0;EX1_402;596
Warrior;753;1.0;EX1_402;596
Warrior;2064;3.0;EX1_402;596
Warrior;700;2.0;EX1_402;596
Priest;2298;3.0;EX1_591;237
Priest;1786;2.0;EX1_591;237
Priest;1401;1.0;EX1_591;237
Priest;2582;3.0;EX1_591;237
Priest;2043;1.7;EX1_591;237
Priest;2044;1.0;EX1_591;237
Priest;790;1.7;EX1_591;237
Priest;1915;1.0;EX1_591;237
Priest;1807;1.0;EX1_591;237
Priest;1808;1.0;EX1_591;237
Priest;1938;1.5;EX1_591;237
Priest;436;5.0;EX1_591;237
Priest;801;3.0;EX1_591;237
Priest;915;2.0;EX1_591;237
Priest;1933;5.0;EX1_591;237
Priest;1634;1.0;EX1_591;237
Priest;348;1.0;EX1_591;237
Priest;2279;1.0;EX1_591;237
Priest;1753;4.0;EX1_591;237
Priest;1793;1.7;EX1_591;237
Priest;2257;2.5;EX1_591;237
Paladin;2077;1.0;EX1_384;1174
Paladin;2274;1.0;EX1_384;1174
Paladin;2262;1.0;EX1_384;1174
Paladin;2084;1.0;EX1_384;1174
Neutral;2304;1.0;EX1_284;825
Neutral;2041;1.0;EX1_284;825
Neutral;2409;4.0;EX1_284;825
Neutral;1022;1.0;EX1_284;825
Neutral;1941;1.0;EX1_284;825
Neutral;919;5.0;EX1_284;825
Neutral;1362;3.0;EX1_284;825
Neutral;1364;1.0;EX1_284;825
Neutral;2260;2.2;EX1_284;825
Neutral;1936;1.0;EX1_284;825
Neutral;2408;3.5;EX1_284;825
Neutral;2093;4.0;EX1_284;825
Neutral;1008;2.0;EX1_284;825
Neutral;2044;1.0;EX1_284;825
Neutral;1029;2.0;EX1_284;825
Neutral;2006;3.0;EX1_284;825
Neutral;2009;1.0;EX1_284;825
Neutral;1186;1.3;EX1_284;825
Neutral;1522;1.0;EX1_284;825
Neutral;864;4.0;EX1_284;825
Neutral;974;2.0;EX1_284;825
Neutral;877;2.8;EX1_284;825
Neutral;2717;1.0;EX1_284;825
Neutral;1985;1.0;EX1_284;825
Neutral;940;3.0;EX1_284;825
Neutral;1004;3.5;EX1_284;825
Neutral;1801;3.0;EX1_284;825
Neutral;1064;3.5;EX1_284;825
Warlock;1786;4.0;EX1_320;23
Warlock;1781;1.0;EX1_320;23
Warlock;2077;3.0;EX1_320;23
Warlock;2067;2.0;EX1_320;23
Warlock;1029;2.0;EX1_320;23
Warlock;926;1.0;EX1_320;23
Warlock;163;1.0;EX1_320;23
Warlock;2045;4.0;EX1_320;23
Warlock;2283;1.5;EX1_320;23
Warlock;2258;1.0;EX1_320;23
Warlock;1784;1.0;EX1_320;23
Warlock;801;2.0;EX1_320;23
Warlock;915;1.0;EX1_320;23
Warlock;1794;1.5;EX1_320;23
Warlock;2818;1.0;EX1_320;23
Warlock;2060;1.5;EX1_320;23
Warlock;1019;1.0;EX1_320;23
