northshire cleric	azure drake	676	0.0	null
the coin	shadow word: pain	674	0.0	null
doomsayer	acidic swamp ooze	673	0.0	null
jade claws	jade spirit	669	0.0	null
the coin	kabal talonpriest	667	0.0	null
raven idol	nourish	666	0.0	null
wild growth	ancient of war	664	0.0	null
backstab	fan of knives	664	0.0	null
the coin	imp gang boss	663	0.0	null
the coin	power word: shield	657	0.0	null
the coin	kabal courier	655	0.0	null
malchezaar's imp	flame imp	652	0.4	null
wild growth	fandral staghelm	650	0.0	null
totem golem	thing from below	649	0.4	null
mana wyrm	the coin	646	0.0	null
jade claws	lightning storm	645	0.4	null
upgrade!	patches the pirate	644	3.0	null
tunnel trogg	jade spirit	643	0.0	null
upgrade!	fiery war axe	641	1.0	null
fiery war axe	frothing berserker	641	0.0	null
raven idol	feral rage	640	0.0	null
mistress of mixtures	kazakus	638	0.0	null
the coin	drakonid operative	636	0.0	null
wyrmrest agent	kabal talonpriest	633	0.0	null
malchezaar's imp	voidwalker	631	0.4	null
babbling book	arcane intellect	631	0.0	null
mana wyrm	arcane blast	627	0.0	null
tunnel trogg	jinyu waterspeaker	626	0.4	null
wild growth	wild growth	625	0.0	null
acidic swamp ooze	mistress of mixtures	624	0.0	null
arcane intellect	the coin	624	0.0	null
backstab	southsea deckhand	622	0.0	null
the coin	mortal coil	620	0.0	null
innervate	nourish	620	0.0	null
innervate	azure drake	616	0.0	null
spirit claws	spirit claws	615	0.5	null
wyrmrest agent	twilight guardian	615	0.0	null
n'zoth's first mate	alexstrasza's champion	614	0.0	null
doomsayer	kazakus	612	0.0	null
backstab	tomb pillager	609	0.0	null
swashburglar	shaku, the collector	609	0.0	null
arcane blast	babbling book	605	0.0	null
wild growth	jade spirit	605	0.0	null
shadow word: pain	wyrmrest agent	604	0.0	null
wyrmrest agent	power word: shield	602	0.0	null
the coin	fireball	602	0.0	null
spirit claws	mana tide totem	600	0.0	null
netherspite historian	drakonid operative	599	0.0	null
small-time buccaneer	aya blackpaw	599	0.0	null
mana tide totem	the coin	599	0.0	null
totem golem	hex	597	0.0	null
spirit claws	lightning storm	595	0.0	null
jade claws	lightning bolt	594	0.4	null
fan of knives	the coin	594	0.0	null
possessed villager	flame imp	590	0.0	null
mistress of mixtures	mortal coil	589	2.0	null
dark peddler	mistress of mixtures	588	0.0	null
living roots	jade blossom	584	0.0	null
southsea deckhand	frothing berserker	584	0.0	null
possessed villager	voidwalker	576	0.0	null
the coin	gadgetzan auctioneer	575	0.0	null
sir finley mrrgglton	dread corsair	573	0.0	null
fiery war axe	bloodsail raider	572	1.0	null
imp gang boss	voidwalker	571	0.4	null
babbling book	forgotten torch	564	0.0	null
innervate	feral rage	564	0.0	null
jade claws	jinyu waterspeaker	563	0.4	null
mistress of mixtures	twilight drake	561	0.0	null
dark peddler	flame imp	561	0.0	null
southsea deckhand	southsea deckhand	558	0.7	null
wyrmrest agent	blackwing corruptor	558	0.0	null
fiery war axe	kor'kron elite	558	0.0	null
southsea deckhand	jade claws	556	1.0	null
sir finley mrrgglton	heroic strike	556	0.0	null
swashburglar	argent horserider	555	0.0	null
jade idol	ancient of war	554	0.0	null
sir finley mrrgglton	bloodsail cultist	553	0.0	null
mistress of mixtures	imp gang boss	551	0.0	null
the coin	twilight drake	550	0.0	null
the coin	murloc warleader	549	0.0	null
the coin	flame imp	548	0.0	null
the coin	mortal strike	547	0.0	null
spirit claws	jade spirit	546	0.0	null
backstab	azure drake	544	0.0	null
jade idol	aya blackpaw	543	0.0	null
the coin	emperor thaurissan	540	0.0	null
small-time buccaneer	mortal strike	538	0.0	null
southsea deckhand	totem golem	537	0.0	null
small-time buccaneer	southsea captain	535	0.4	null
mana wyrm	mirror image	535	0.0	null
si:7 agent	the coin	533	0.0	null
northshire cleric	holy nova	529	0.0	null
fiery war axe	dread corsair	528	1.0	null
jade idol	fandral staghelm	527	0.0	null
small-time buccaneer	argent horserider	526	3.0	null
mana wyrm	azure drake	526	1.0	null
mistress of mixtures	brann bronzebeard	526	0.0	null
totem golem	lightning storm	524	0.4	null
the coin	leeroy jenkins	524	0.0	null
babbling book	doomsayer	523	0.0	null
southsea deckhand	azure drake	521	0.0	null
northshire cleric	brann bronzebeard	520	0.0	null
totem golem	totem golem	519	0.4	null
living roots	feral rage	517	0.0	null
preparation	the coin	517	0.0	null
argent squire	patches the pirate	516	0.0	null
northshire cleric	northshire cleric	515	0.0	null
swashburglar	leeroy jenkins	513	0.0	null
jade claws	jade claws	512	0.7	null
n'zoth's first mate	leeroy jenkins	512	0.0	null
southsea deckhand	kor'kron elite	512	0.0	null
southsea deckhand	heroic strike	511	0.0	null
netherspite historian	twilight guardian	511	0.0	null
backstab	preparation	510	0.0	null
the coin	second-rate bruiser	508	0.0	null
living roots	azure drake	507	0.0	null
raven idol	azure drake	506	0.0	null
sir finley mrrgglton	arcanite reaper	502	0.0	null
living roots	nourish	501	0.0	null
fiery war axe	ravaging ghoul	500	0.0	null
doomsayer	dirty rat	500	0.0	null
mistress of mixtures	shadow bolt	499	2.0	null
small-time buccaneer	alexstrasza's champion	498	3.0	null
backstab	si:7 agent	498	0.0	null
the coin	forgotten torch	495	0.0	null
the coin	reno jackson	491	0.0	null
mistress of mixtures	dirty rat	491	0.0	null
doomsayer	brann bronzebeard	490	0.0	null
spirit claws	lava burst	489	0.0	null
gadgetzan auctioneer	wild growth	488	0.0	null
mana wyrm	babbling book	484	0.0	null
the coin	defender of argus	482	0.0	null
arcane intellect	frostbolt	482	0.0	null
the coin	jinyu waterspeaker	482	0.0	null
spirit claws	jinyu waterspeaker	479	0.0	null
fiery war axe	heroic strike	478	0.0	null
n'zoth's first mate	fierce monkey	477	0.0	null
southsea deckhand	dread corsair	474	1.4	null
patches the pirate	jade claws	473	3.0	null
sir finley mrrgglton	totem golem	472	0.0	null
mortal coil	doomsayer	471	0.0	null
jade idol	druid of the claw	471	0.0	null
imp gang boss	flame imp	468	0.4	null
netherspite historian	shadow word: pain	468	0.0	null
fiery war axe	bash	468	0.0	null
fiery war axe	bloodsail cultist	467	1.0	null
the coin	the coin	467	0.0	null
spirit claws	aya blackpaw	466	0.0	null
mistress of mixtures	second-rate bruiser	466	0.0	null
twilight whelp	twilight whelp	464	0.0	null
fiery war axe	fiery war axe	462	0.5	null
the coin	shadow word: death	461	0.0	null
doomsayer	twilight drake	461	0.0	null
babbling book	firelands portal	460	0.0	null
twilight whelp	brann bronzebeard	460	0.0	null
fiery war axe	slam	456	0.0	null
the coin	ancient of war	456	0.0	null
jade claws	feral spirit	455	0.4	null
backstab	cold blood	454	0.0	null
backstab	counterfeit coin	453	0.0	null
mistress of mixtures	refreshment vendor	453	0.0	null
southsea deckhand	bloodsail cultist	452	4.4	null
totem golem	flamewreathed faceless	452	0.4	null
fiery war axe	shield block	450	0.0	null
babbling book	kazakus	449	0.0	null
jade claws	jade chieftain	449	0.0	null
babbling book	bloodmage thalnos	447	0.0	null
counterfeit coin	the coin	446	0.0	null
patches the pirate	bloodsail raider	445	0.4	null
doomsayer	reno jackson	443	0.0	null
twilight whelp	holy nova	443	0.0	null
maelstrom portal	mana tide totem	443	0.0	null
argent squire	southsea deckhand	443	0.0	null
sir finley mrrgglton	jade claws	442	0.0	null
totem golem	patches the pirate	441	0.0	null
babbling book	azure drake	440	0.0	null
imp gang boss	dark peddler	440	0.0	null
upgrade!	bloodsail raider	439	1.0	null
the coin	fandral staghelm	437	0.0	null
mana wyrm	firelands portal	436	0.0	null
wyrmrest agent	shadow word: death	436	0.0	null
argent horserider	the coin	435	0.0	null
dark peddler	mortal coil	433	0.0	null
jade blossom	wrath	433	0.0	null
earthen ring farseer	mistress of mixtures	432	0.0	null
babbling book	acidic swamp ooze	431	0.0	null
the coin	cold blood	431	0.0	null
southsea deckhand	bluegill warrior	431	0.0	null
innervate	jade spirit	429	0.0	null
n'zoth's first mate	twilight guardian	428	0.0	null
voidwalker	soulfire	428	0.0	null
n'zoth's first mate	naga corsair	427	1.4	null
babbling book	volcanic potion	427	0.0	null
mistress of mixtures	reno jackson	427	0.0	null
the coin	shadow bolt	426	0.0	null
wyrmrest agent	azure drake	425	1.0	null
southsea deckhand	arcanite reaper	425	1.0	null
innervate	jade behemoth	425	0.0	null
wrath	swipe	423	0.0	null
netherspite historian	kabal talonpriest	420	0.0	null
the coin	druid of the claw	417	0.0	null
the coin	earthen ring farseer	416	0.0	null
small-time buccaneer	jade spirit	415	0.0	null
doomsayer	dark peddler	415	0.0	null
the coin	arcane blast	415	0.0	null
doomsayer	arcane intellect	414	0.0	null
tunnel trogg	jade chieftain	414	0.0	null
totem golem	mana tide totem	413	0.4	null
babbling book	kabal courier	412	0.0	null
innervate	innervate	412	0.0	null
the coin	southsea captain	412	0.0	null
doomsayer	emperor thaurissan	411	0.0	null
fiery war axe	arcanite reaper	409	1.0	null
acolyte of pain	fiery war axe	409	0.0	null
questing adventurer	the coin	408	0.0	null
the coin	animal companion	406	0.0	null
arcane intellect	fireball	406	0.0	null
flame imp	darkshire councilman	404	0.0	null
kabal courier	doomsayer	403	0.0	null
the coin	refreshment vendor	402	0.0	null
n'zoth's first mate	blackwing corruptor	402	0.0	null
southsea deckhand	si:7 agent	402	0.0	null
flame imp	soulfire	400	0.0	null
doomsayer	bloodmage thalnos	399	0.0	null
frostbolt	doomsayer	398	0.0	null
living roots	living roots	396	0.0	null
netherspite historian	power word: shield	395	0.0	null
raven idol	raven idol	394	0.0	null
the coin	alexstrasza's champion	394	0.0	null
wild growth	moonfire	394	0.0	null
spirit claws	jade chieftain	393	1.0	null
small-time buccaneer	hex	393	0.0	null
backstab	questing adventurer	392	0.0	null
doomsayer	imp gang boss	392	0.0	null
babbling book	flamestrike	390	0.0	null
mountain giant	mistress of mixtures	389	0.0	null
southsea deckhand	eviscerate	388	0.0	null
southsea deckhand	flametongue totem	387	0.0	null
jade claws	aya blackpaw	387	0.0	null
babbling book	ice block	386	0.0	null
mistress of mixtures	emperor thaurissan	386	0.0	null
doomsayer	acolyte of pain	385	0.0	null
the coin	barnes	385	0.0	null
babbling book	polymorph	383	0.0	null
swashburglar	undercity huckster	383	0.0	null
totem golem	jinyu waterspeaker	382	0.4	null
smuggler's run	the coin	382	0.0	null
fiery war axe	alley armorsmith	380	0.0	null
babbling book	water elemental	380	0.0	null
small-time buccaneer	argent squire	380	0.0	null
the coin	ravaging ghoul	379	0.0	null
doomsayer	shadow bolt	379	0.0	null
sir finley mrrgglton	flamewreathed faceless	378	0.0	null
living roots	jade behemoth	378	0.0	null
mana wyrm	mana wyrm	378	0.0	null
sir finley mrrgglton	flametongue totem	377	0.0	null
doomsayer	refreshment vendor	376	0.0	null
smuggler's run	grimestreet outfitter	376	0.0	null
patches the pirate	azure drake	372	3.0	null
ice block	the coin	371	0.0	null
voidwalker	darkshire councilman	370	0.0	null
southsea deckhand	murloc warleader	369	3.0	null
the coin	sap	368	0.0	null
doomsayer	loot hoarder	367	0.0	null
sir finley mrrgglton	lightning bolt	367	0.0	null
kabal courier	mistress of mixtures	367	0.0	null
wild growth	mire keeper	366	0.0	null
netherspite historian	blackwing corruptor	366	0.0	null
doomsayer	fireball	366	0.0	null
raven idol	jade blossom	365	0.0	null
fiery war axe	shield slam	365	0.0	null
babbling book	blizzard	365	0.0	null
wrath	feral rage	365	0.0	null
jade idol	mulch	365	0.0	null
wild growth	mulch	364	0.0	null
jade claws	bloodmage thalnos	363	0.0	null
argent squire	argent horserider	363	0.0	null
spirit claws	sir finley mrrgglton	362	0.0	null
the coin	faerie dragon	362	0.0	null
southsea deckhand	jade lightning	361	0.0	null
fiery war axe	execute	360	0.0	null
swashburglar	bloodmage thalnos	360	0.0	null
backstab	sap	360	0.0	null
twilight whelp	book wyrm	360	0.0	null
gadgetzan auctioneer	jade idol	359	0.0	null
sir finley mrrgglton	feral spirit	359	0.0	null
malchezaar's imp	possessed villager	358	0.0	null
small-time buccaneer	fierce monkey	357	0.0	null
wild growth	druid of the claw	357	0.0	null
totem golem	jade spirit	355	0.0	null
southsea deckhand	cold blood	354	3.0	null
innervate	fandral staghelm	354	0.0	null
mana wyrm	forgotten torch	354	0.0	null
argent squire	backstab	354	0.0	null
southsea deckhand	lightning bolt	353	0.0	null
living roots	jade spirit	353	0.0	null
small-time buccaneer	twilight guardian	351	0.0	null
n'zoth's first mate	acidic swamp ooze	350	1.0	null
northshire cleric	book wyrm	350	0.0	null
imp gang boss	mortal coil	348	3.0	null
n'zoth's first mate	azure drake	347	0.0	null
doomsayer	azure drake	347	0.0	null
possessed villager	dark peddler	347	0.0	null
maelstrom portal	lightning bolt	346	0.0	null
sir finley mrrgglton	southsea captain	346	0.0	null
sir finley mrrgglton	azure drake	345	0.0	null
southsea deckhand	flamewreathed faceless	343	0.0	null
acidic swamp ooze	kazakus	343	0.0	null
small-time buccaneer	blackwing corruptor	340	0.0	null
northshire cleric	dragonfire potion	340	0.0	null
small-time buccaneer	thing from below	338	0.0	null
totem golem	bloodmage thalnos	337	0.0	null
sir finley mrrgglton	jade lightning	336	0.0	null
the coin	slam	336	0.0	null
voidwalker	doomguard	335	0.4	null
backstab	edwin vancleef	335	0.0	null
bluegill warrior	murloc warleader	334	3.4	null
maelstrom portal	jade lightning	334	0.0	null
patches the pirate	frothing berserker	334	0.0	null
raven idol	moonfire	332	0.0	null
totem golem	aya blackpaw	331	0.0	null
arcane intellect	arcane blast	331	0.0	null
doomsayer	second-rate bruiser	331	0.0	null
the coin	jade chieftain	330	0.0	null
sir finley mrrgglton	maelstrom portal	329	0.0	null
backstab	backstab	329	0.0	null
swashburglar	shadowstep	328	1.2	null
flame imp	doomguard	328	0.4	null
raven idol	fandral staghelm	326	0.0	null
bloodmage thalnos	azure drake	326	0.0	null
fiery war axe	dirty rat	326	0.0	null
southsea deckhand	feral spirit	325	0.0	null
the coin	sorcerer's apprentice	325	0.0	null
twilight whelp	blackwing technician	325	0.0	null
northshire cleric	potion of madness	325	0.0	null
babbling book	reno jackson	324	0.0	null
sorcerer's apprentice	frostbolt	324	0.0	null
small-time buccaneer	mana tide totem	324	0.0	null
wild growth	aya blackpaw	324	0.0	null
small-time buccaneer	bluegill warrior	323	3.0	null
swashburglar	finja, the flying star	322	0.0	null
upgrade!	frothing berserker	321	0.0	null
dark peddler	twilight drake	321	0.0	null
the coin	possessed villager	321	0.0	null
maelstrom portal	hex	320	0.0	null
the coin	ragnaros the firelord	320	0.0	null
backstab	gadgetzan auctioneer	320	0.0	null
innervate	ancient of war	320	0.0	null
twilight whelp	dragonfire potion	320	0.0	null
the coin	truesilver champion	319	0.0	null
malchezaar's imp	dark peddler	319	0.0	null
doomsayer	earthen ring farseer	317	0.0	null
mistress of mixtures	demonwrath	316	2.0	null
mistress of mixtures	hellfire	316	0.0	null
frostbolt	fireball	315	0.0	null
doomsayer	ice block	315	0.0	null
southsea deckhand	maelstrom portal	313	0.0	null
arcane blast	frostbolt	312	0.0	null
small-time buccaneer	naga corsair	310	1.4	null
doomsayer	mountain giant	310	0.0	null
netherspite historian	azure drake	310	0.0	null
the coin	kindly grandmother	309	0.0	null
voidwalker	voidwalker	308	0.2	null
the coin	fierce monkey	308	0.0	null
forgotten torch	doomsayer	308	0.0	null
the coin	edwin vancleef	308	0.0	null
the coin	bloodsail corsair	308	0.0	null
the coin	firelands portal	307	0.0	null
counterfeit coin	tomb pillager	307	0.0	null
the coin	holy nova	306	0.0	null
the coin	devolve	306	0.0	null
mana tide totem	jade lightning	305	0.0	null
the coin	malchezaar's imp	305	0.0	null
northshire cleric	acidic swamp ooze	304	0.0	null
shaku, the collector	small-time buccaneer	304	0.0	null
voidwalker	mortal coil	303	0.0	null
totem golem	lava burst	302	0.4	null
jade claws	flamewreathed faceless	301	0.4	null
wild growth	bloodmage thalnos	301	0.0	null
mistress of mixtures	siphon soul	301	0.0	null
wrath	nourish	300	0.0	null
twilight drake	imp gang boss	300	0.0	null
netherspite historian	shadow word: death	300	0.0	null
flame imp	defender of argus	300	0.0	null
the coin	soulfire	299	0.0	null
argent squire	si:7 agent	299	0.0	null
southsea deckhand	lava burst	298	0.0	null
